Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Density (product.metafields.custom.density),Lace Color (product.metafields.custom.lace_color),Product Color (product.metafields.custom.product_color),Texture (product.metafields.custom.texture),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Hair type (product.metafields.shopify.hair-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
routeins,,,,,,,,,4.75,,,,,,,,ROUTEINS,0.0,,continue,manual,4.75,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,4.95,,,,,,,,ROUTEINS,0.0,,continue,manual,4.95,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,5.15,,,,,,,,ROUTEINS,0.0,,continue,manual,5.15,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,5.35,,,,,,,,ROUTEINS,0.0,,continue,manual,5.35,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,5.55,,,,,,,,ROUTEINS,0.0,,continue,manual,5.55,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,5.75,,,,,,,,ROUTEINS,0.0,,continue,manual,5.75,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,5.95,,,,,,,,ROUTEINS,0.0,,continue,manual,5.95,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,6.15,,,,,,,,ROUTEINS,0.0,,continue,manual,6.15,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,6.35,,,,,,,,ROUTEINS,0.0,,continue,manual,6.35,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,6.55,,,,,,,,ROUTEINS,0.0,,continue,manual,6.55,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,6.75,,,,,,,,ROUTEINS,0.0,,continue,manual,6.75,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,6.95,,,,,,,,ROUTEINS,0.0,,continue,manual,6.95,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,7.15,,,,,,,,ROUTEINS,0.0,,continue,manual,7.15,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,7.35,,,,,,,,ROUTEINS,0.0,,continue,manual,7.35,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,7.55,,,,,,,,ROUTEINS,0.0,,continue,manual,7.55,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,7.75,,,,,,,,ROUTEINS,0.0,,continue,manual,7.75,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,7.95,,,,,,,,ROUTEINS,0.0,,continue,manual,7.95,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,8.15,,,,,,,,ROUTEINS,0.0,,continue,manual,8.15,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,8.35,,,,,,,,ROUTEINS,0.0,,continue,manual,8.35,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,8.55,,,,,,,,ROUTEINS,0.0,,continue,manual,8.55,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,8.75,,,,,,,,ROUTEINS,0.0,,continue,manual,8.75,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,8.95,,,,,,,,ROUTEINS,0.0,,continue,manual,8.95,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,9.38,,,,,,,,ROUTEINS,0.0,,continue,manual,9.38,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,10.03,,,,,,,,ROUTEINS,0.0,,continue,manual,10.03,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,10.68,,,,,,,,ROUTEINS,0.0,,continue,manual,10.68,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,11.33,,,,,,,,ROUTEINS,0.0,,continue,manual,11.33,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,11.98,,,,,,,,ROUTEINS,0.0,,continue,manual,11.98,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,12.63,,,,,,,,ROUTEINS,0.0,,continue,manual,12.63,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,13.28,,,,,,,,ROUTEINS,0.0,,continue,manual,13.28,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,13.93,,,,,,,,ROUTEINS,0.0,,continue,manual,13.93,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,14.58,,,,,,,,ROUTEINS,0.0,,continue,manual,14.58,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,15.23,,,,,,,,ROUTEINS,0.0,,continue,manual,15.23,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,15.88,,,,,,,,ROUTEINS,0.0,,continue,manual,15.88,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,16.53,,,,,,,,ROUTEINS,0.0,,continue,manual,16.53,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,17.18,,,,,,,,ROUTEINS,0.0,,continue,manual,17.18,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,17.83,,,,,,,,ROUTEINS,0.0,,continue,manual,17.83,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,18.48,,,,,,,,ROUTEINS,0.0,,continue,manual,18.48,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,19.13,,,,,,,,ROUTEINS,0.0,,continue,manual,19.13,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,19.78,,,,,,,,ROUTEINS,0.0,,continue,manual,19.78,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,20.43,,,,,,,,ROUTEINS,0.0,,continue,manual,20.43,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,24.38,,,,,,,,ROUTEINS,0.0,,continue,manual,24.38,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,31.63,,,,,,,,ROUTEINS,0.0,,continue,manual,31.63,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,38.88,,,,,,,,ROUTEINS,0.0,,continue,manual,38.88,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,46.13,,,,,,,,ROUTEINS,0.0,,continue,manual,46.13,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,53.38,,,,,,,,ROUTEINS,0.0,,continue,manual,53.38,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,60.63,,,,,,,,ROUTEINS,0.0,,continue,manual,60.63,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,67.88,,,,,,,,ROUTEINS,0.0,,continue,manual,67.88,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,75.13,,,,,,,,ROUTEINS,0.0,,continue,manual,75.13,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,82.38,,,,,,,,ROUTEINS,0.0,,continue,manual,82.38,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,89.63,,,,,,,,ROUTEINS,0.0,,continue,manual,89.63,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,96.88,,,,,,,,ROUTEINS,0.0,,continue,manual,96.88,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,104.13,,,,,,,,ROUTEINS,0.0,,continue,manual,104.13,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,111.38,,,,,,,,ROUTEINS,0.0,,continue,manual,111.38,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,118.63,,,,,,,,ROUTEINS,0.0,,continue,manual,118.63,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,125.88,,,,,,,,ROUTEINS,0.0,,continue,manual,125.88,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,133.13,,,,,,,,ROUTEINS,0.0,,continue,manual,133.13,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
routeins,,,,,,,,,140.38,,,,,,,,ROUTEINS,0.0,,continue,manual,140.38,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0783/0136/4511/files/route-package-protection-logo-v3.png?v=1760197993,lb,,,
